ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,portfolio_pct_std,total_shares,market_cap,cap_category,sector,industry,total_position_value,conviction_score,consistency_score,market_cap_display
FIX,2,"Polen Capital Management, Thomas Gayner - Markel Group",,322.31,57.11,57.15,0.05,0,0,Unknown,Industrials,Unknown,0.0,148.79,54.39,N/A
CEG,1,Torray Funds,,0.0,58.3,58.3,0.0,0,0,Unknown,Utilities,Unknown,0.0,148.75,58.3,N/A
BRZE,1,Dennis Hong - ShawSpring Partners,,0.0,58.18,58.18,0.0,0,0,Unknown,Technology,Unknown,0.0,148.45,58.18,N/A
UNH,17,"Chase Coleman - Tiger Global Management, Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, David Rolfe - Wedgewood Partners, David Tepper - Appaloosa Management, Dodge & Cox, First Eagle Investment Management, Glenn Greenberg - Brave Warrior Advisors, Jensen Investment Management, Lee Ainslie - Maverick Capital",,519.14,36.55,42.59,12.99,0,0,Unknown,Health Care,Unknown,0.0,145.39,2.61,N/A
ZS,1,Chase Coleman - Tiger Global Management,,0.0,56.75,56.75,0.0,0,0,Unknown,Technology,Unknown,0.0,144.88,56.75,N/A
ORCL,11,"Charles Bobrinskoy - Ariel Focus Fund, Christopher Davis - Davis Advisors, David Tepper - Appaloosa Management, First Eagle Investment Management, Jensen Investment Management, Lindsell Train, Polen Capital Management, Thomas Russo - Gardner Russo & Quinn, Wallace Weitz - Weitz Large Cap Equity Fund, William Von Mueffling - Cantillon Capital Management",,139.81,42.37,50.06,17.05,0,0,Unknown,Information Technology,Unknown,0.0,142.77,2.35,N/A
VRNA,1,Lee Ainslie - Maverick Capital,,0.0,55.16,55.16,0.0,0,0,Unknown,Health Care,Unknown,0.0,140.9,55.16,N/A
JBL,1,Lee Ainslie - Maverick Capital,,0.0,55.08,55.08,0.0,0,0,Unknown,Information Technology,Unknown,0.0,140.7,55.08,N/A
DY,1,First Eagle Investment Management,,0.0,54.65,54.65,0.0,0,0,Unknown,Information Technology,Unknown,0.0,139.62,54.65,N/A
ALGGF,1,Tweedy Browne Co. - Tweedy Browne Value Fund,,0.0,54.55,54.55,0.0,0,0,Unknown,Industrials,Unknown,0.0,139.38,54.55,N/A
EL,4,"Hillman Value Fund, Lindsell Train, Michael Burry - Scion Asset Management, Thomas Gayner - Markel Group",,66.16,38.54,100.0,41.24,0,0,Unknown,Consumer Staples,Unknown,0.0,139.08,0.91,N/A
KNSL,2,"Francois Rochon - Giverny Capital, Polen Capital Management",,486.71,44.58,87.27,60.37,0,0,Unknown,Financials,Unknown,0.0,138.79,0.73,N/A
ZVIA,1,Meridian Contrarian Fund,,0.0,54.17,54.17,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,138.43,54.17,N/A
GOOG,26,"Bill Ackman - Pershing Square Capital Management, Bryan Lawrence - Oakcliff Capital, Chris Hohn - TCI Fund Management, Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, David Tepper - Appaloosa Management, Dodge & Cox, Duan Yongping - H&H International Investment, First Eagle Investment Management, Francis Chou - Chou Associates",,156.23,11.91,70.51,14.46,0,0,Unknown,Technology,Unknown,0.0,137.07,0.77,N/A
AMZN,24,"AKO Capital, AltaRock Partners, Chase Coleman - Tiger Global Management, Christopher Davis - Davis Advisors, Daniel Loeb - Third Point, David Katz - Matrix Asset Advisors, David Tepper - Appaloosa Management, Dodge & Cox, Glenn Greenberg - Brave Warrior Advisors, John Armitage - Egerton Capital",,190.26,13.51,75.32,14.2,0,0,Unknown,Consumer Discretionary,Unknown,0.0,136.68,0.89,N/A
MYRG,1,Third Avenue Management,,0.0,53.31,53.31,0.0,0,0,Unknown,Industrial Goods,Unknown,0.0,136.28,53.31,N/A
IDT,1,Kahn Brothers Group,,0.0,53.02,53.02,0.0,0,0,Unknown,Technology,Unknown,0.0,135.55,53.02,N/A
AVGO,5,"Chase Coleman - Tiger Global Management, David Tepper - Appaloosa Management, Steven Romick - FPA Crescent Fund, Torray Funds, William Von Mueffling - Cantillon Capital Management",,167.43,46.33,55.21,17.9,0,0,Unknown,Technology,Unknown,0.0,135.26,2.45,N/A
ATZ.TO,1,Meridian Contrarian Fund,,0.0,52.83,52.83,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,135.07,52.83,N/A
W,1,Lee Ainslie - Maverick Capital,,0.0,52.58,52.58,0.0,0,0,Unknown,Services,Unknown,0.0,134.45,52.58,N/A
SVV,1,Tom Bancroft - Makaira Partners,,6.9,52.46,52.46,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,134.15,52.46,N/A
RLYB,1,Viking Global Investors,,0.0,52.31,52.31,0.0,0,0,Unknown,Health Care,Unknown,0.0,133.78,52.31,N/A
CVNA,5,"Clifford Sosin - CAS Investment Partners, Robert Vinall - RV Capital GmbH, Samantha McLemore - Patient Capital Management, Stephen Mandel - Lone Pine Capital, Viking Global Investors",,209.08,45.76,54.49,19.51,0,0,Unknown,Services,Unknown,0.0,133.76,2.23,N/A
CABO,1,Thomas Gayner - Markel Group,,0.0,52.02,52.02,0.0,0,0,Unknown,Technology,Unknown,0.0,133.05,52.02,N/A
HLNCF,1,Dodge & Cox,,0.0,51.41,51.41,0.0,0,0,Unknown,Health Care,Unknown,0.0,131.52,51.41,N/A
DNA,1,Viking Global Investors,,0.0,51.23,51.23,0.0,0,0,Unknown,Health Care,Unknown,0.0,131.07,51.23,N/A
APH,4,"David Katz - Matrix Asset Advisors, Jensen Investment Management, John Armitage - Egerton Capital, Torray Funds",,65.59,47.28,47.52,0.16,0,0,Unknown,Information Technology,Unknown,0.0,130.32,40.76,N/A
DVDCF,1,Thomas Russo - Gardner Russo & Quinn,,0.0,50.77,50.77,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,129.93,50.77,N/A
INTU,10,"AKO Capital, David Katz - Matrix Asset Advisors, Dennis Hong - ShawSpring Partners, Jensen Investment Management, Lindsell Train, Stephen Mandel - Lone Pine Capital, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Valley Forge Capital Management, Viking Global Investors",,613.99,25.92,94.73,25.86,0,0,Unknown,Information Technology,Unknown,0.0,129.21,0.97,N/A
TLN,4,"Daniel Loeb - Third Point, Howard Marks - Oaktree Capital Management, Stephen Mandel - Lone Pine Capital, Yacktman Asset Management",,199.67,46.56,46.74,0.35,0,0,Unknown,Utilities,Unknown,0.0,128.49,34.49,N/A
MP,1,Leon Cooperman,,0.0,50.14,50.14,0.0,0,0,Unknown,Materials,Unknown,0.0,128.35,50.14,N/A
SG,2,"Lee Ainslie - Maverick Capital, Meridian Contrarian Fund",,25.02,48.72,48.72,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,127.8,48.72,N/A
SNOW,1,Lee Ainslie - Maverick Capital,,0.0,49.9,49.9,0.0,0,0,Unknown,Technology,Unknown,0.0,127.75,49.9,N/A
NXE,1,Meridian Contrarian Fund,,0.0,49.22,49.22,0.0,0,0,Unknown,Materials,Unknown,0.0,126.05,49.22,N/A
ROAD,1,Polen Capital Management,,0.0,49.1,49.1,0.0,0,0,Unknown,Industrials,Unknown,0.0,125.75,49.1,N/A
CDE,1,First Eagle Investment Management,,0.0,48.99,48.99,0.0,0,0,Unknown,Materials,Unknown,0.0,125.48,48.99,N/A
INDV,1,Howard Marks - Oaktree Capital Management,,0.0,48.4,48.4,0.0,0,0,Unknown,Health Care,Unknown,0.0,124.0,48.4,N/A
CHKEL,2,"David Tepper - Appaloosa Management, Howard Marks - Oaktree Capital Management",,100.02,46.63,47.13,0.71,0,0,Unknown,Energy,Unknown,0.0,122.82,27.27,N/A
CDW,2,"David Rolfe - Wedgewood Partners, Tom Bancroft - Makaira Partners",,170.3,43.44,59.43,22.62,0,0,Unknown,Information Technology,Unknown,0.0,122.6,1.84,N/A
ALAB,1,Lee Ainslie - Maverick Capital,,0.0,47.63,47.63,0.0,0,0,Unknown,Technology,Unknown,0.0,122.08,47.63,N/A
SHYF,1,Robert Olstein - Olstein Capital Management,,8.09,47.59,47.59,0.0,0,0,Unknown,Industrials,Unknown,0.0,121.98,47.59,N/A
CRS,2,"Daniel Loeb - Third Point, John Armitage - Egerton Capital",,181.18,46.26,46.26,0.0,0,0,Unknown,Materials,Unknown,0.0,121.65,46.26,N/A
IART,1,Robert Olstein - Olstein Capital Management,,0.0,47.11,47.11,0.0,0,0,Unknown,Health Care,Unknown,0.0,120.78,47.11,N/A
KTOS,1,First Eagle Investment Management,,0.0,46.65,46.65,0.0,0,0,Unknown,Services,Unknown,0.0,119.62,46.65,N/A
BOOT,1,Lee Ainslie - Maverick Capital,,0.0,46.49,46.49,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,119.22,46.49,N/A
JDEPY,1,Steven Romick - FPA Crescent Fund,,0.0,46.43,46.43,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,119.08,46.43,N/A
BWXT,2,"Meridian Contrarian Fund, Torray Funds",,98.65,45.2,45.2,0.01,0,0,Unknown,Industrial Goods,Unknown,0.0,119.0,44.75,N/A
MU,4,"David Tepper - Appaloosa Management, Guy Spier - Aquamarine Capital, Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,86.89,41.7,45.28,2.39,0,0,Unknown,Information Technology,Unknown,0.0,118.04,12.3,N/A
BAYRY,1,Kahn Brothers Group,,0.0,45.88,45.88,0.0,0,0,Unknown,Health Care,Unknown,0.0,117.7,45.88,N/A
META,24,"Chase Coleman - Tiger Global Management, Christopher Davis - Davis Advisors, David Abrams - Abrams Capital Management, David Katz - Matrix Asset Advisors, David Rolfe - Wedgewood Partners, David Tepper - Appaloosa Management, Dodge & Cox, First Eagle Investment Management, Francois Rochon - Giverny Capital, John Armitage - Egerton Capital",,581.28,16.52,22.41,7.78,0,0,Unknown,Technology,Unknown,0.0,116.24,1.88,N/A
LINC,1,First Eagle Investment Management,,0.0,45.24,45.24,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,116.1,45.24,N/A
CRBU,1,Lee Ainslie - Maverick Capital,,0.0,45.05,45.05,0.0,0,0,Unknown,Health Care,Unknown,0.0,115.62,45.05,N/A
BPMC,1,Torray Funds,,0.0,45.03,45.03,0.0,0,0,Unknown,Health Care,Unknown,0.0,115.58,45.03,N/A
MCHP,1,Jensen Investment Management,,0.0,44.26,44.26,0.0,0,0,Unknown,Information Technology,Unknown,0.0,113.65,44.26,N/A
CHKEZ,1,David Tepper - Appaloosa Management,,0.0,43.81,43.81,0.0,0,0,Unknown,Energy,Unknown,0.0,112.52,43.81,N/A
GTLS,2,"Alex Roepers - Atlantic Investment Management, Glenn Welling - Engaged Capital",,144.36,37.17,64.15,38.16,0,0,Unknown,Industrial Goods,Unknown,0.0,112.42,0.95,N/A
PPG,1,First Eagle Investment Management,,0.0,43.53,43.53,0.0,0,0,Unknown,Materials,Unknown,0.0,111.82,43.53,N/A
GOOGL,30,"AltaRock Partners, Bill Ackman - Pershing Square Capital Management, Bill Nygren - Oakmark Select Fund, Chase Coleman - Tiger Global Management, Chris Hohn - TCI Fund Management, Christopher Davis - Davis Advisors, David Abrams - Abrams Capital Management, David Katz - Matrix Asset Advisors, David Rolfe - Wedgewood Partners, Dodge & Cox",,155.74,6.09,17.62,4.2,0,0,Unknown,Technology,Unknown,0.0,110.99,1.17,N/A
GOOS,1,Samantha McLemore - Patient Capital Management,,0.0,42.77,42.77,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,109.93,42.77,N/A
NTPIF,1,Kahn Brothers Group,,0.0,42.76,42.76,0.0,0,0,Unknown,Technology,Unknown,0.0,109.9,42.76,N/A
MIR,3,"Lee Ainslie - Maverick Capital, Leon Cooperman, Meridian Contrarian Fund",,14.5,40.28,40.28,0.0,0,0,Unknown,Industrials,Unknown,0.0,109.7,40.28,N/A
ADPT,1,Viking Global Investors,,0.0,42.26,42.26,0.0,0,0,Unknown,Health Care,Unknown,0.0,108.65,42.26,N/A
APG,1,Viking Global Investors,,0.0,42.17,42.17,0.0,0,0,Unknown,Industrials,Unknown,0.0,108.43,42.17,N/A
TKTT.PA,1,Tweedy Browne Co. - Tweedy Browne Value Fund,,0.0,41.85,41.85,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,107.62,41.85,N/A
AUROW,1,Daniel Loeb - Third Point,,0.0,41.84,41.84,0.0,0,0,Unknown,Financials,Unknown,0.0,107.6,41.84,N/A
AS,1,Viking Global Investors,,0.0,41.75,41.75,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,107.38,41.75,N/A
BBW,2,"Bill Miller - Miller Value Partners, Lee Ainslie - Maverick Capital",,37.17,40.49,40.52,0.04,0,0,Unknown,Services,Unknown,0.0,107.24,38.93,N/A
