ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,portfolio_pct_std,total_shares,market_cap,cap_category,sector,industry,total_position_value,conviction_score,consistency_score,market_cap_display
ZS,1,Chase Coleman - Tiger Global Management,,0.0,56.75,56.75,0.0,0,0,Unknown,Technology,Unknown,0.0,144.88,56.75,N/A
VRNA,1,Lee Ainslie - Maverick Capital,,0.0,55.16,55.16,0.0,0,0,Unknown,Health Care,Unknown,0.0,140.9,55.16,N/A
JBL,1,Lee Ainslie - Maverick Capital,,0.0,55.08,55.08,0.0,0,0,Unknown,Information Technology,Unknown,0.0,140.7,55.08,N/A
DY,1,First Eagle Investment Management,,0.0,54.65,54.65,0.0,0,0,Unknown,Information Technology,Unknown,0.0,139.62,54.65,N/A
ALGGF,1,Tweedy Browne Co. - Tweedy Browne Value Fund,,0.0,54.55,54.55,0.0,0,0,Unknown,Industrials,Unknown,0.0,139.38,54.55,N/A
ZVIA,1,Meridian Contrarian Fund,,0.0,54.17,54.17,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,138.43,54.17,N/A
MYRG,1,Third Avenue Management,,0.0,53.31,53.31,0.0,0,0,Unknown,Industrial Goods,Unknown,0.0,136.28,53.31,N/A
IDT,1,Kahn Brothers Group,,0.0,53.02,53.02,0.0,0,0,Unknown,Technology,Unknown,0.0,135.55,53.02,N/A
ATZ.TO,1,Meridian Contrarian Fund,,0.0,52.83,52.83,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,135.07,52.83,N/A
W,1,Lee Ainslie - Maverick Capital,,0.0,52.58,52.58,0.0,0,0,Unknown,Services,Unknown,0.0,134.45,52.58,N/A
SVV,1,Tom Bancroft - Makaira Partners,,6.9,52.46,52.46,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,134.15,52.46,N/A
RLYB,1,Viking Global Investors,,0.0,52.31,52.31,0.0,0,0,Unknown,Health Care,Unknown,0.0,133.78,52.31,N/A
CABO,1,Thomas Gayner - Markel Group,,0.0,52.02,52.02,0.0,0,0,Unknown,Technology,Unknown,0.0,133.05,52.02,N/A
HLNCF,1,Dodge & Cox,,0.0,51.41,51.41,0.0,0,0,Unknown,Health Care,Unknown,0.0,131.52,51.41,N/A
DNA,1,Viking Global Investors,,0.0,51.23,51.23,0.0,0,0,Unknown,Health Care,Unknown,0.0,131.07,51.23,N/A
