ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,total_shares,market_cap,cap_category,sector,avg_gain_loss_pct,total_position_value,market_cap_display
DEI,3,"Christopher Davis - Davis Advisors, First Eagle Investment Management, Steven Romick - FPA Crescent Fund",,16.0,0.0,0,0,0,Unknown,Real Estate,0.0,0.0,N/A
LEVI,3,"FPA Queens Road Small Cap Value Fund, Jensen Investment Management, Thomas Russo - Gardner Russo & Quinn",,15.59,0.0,0,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
MANU,3,"John Rogers - Ariel Appreciation Fund, Leon Cooperman, Lindsell Train",,13.09,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
MAT,3,"John Rogers - Ariel Appreciation Fund, Mason Hawkins - Longleaf Partners, Samantha McLemore - Patient Capital Management",,19.43,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
MIR,3,"Lee Ainslie - Maverick Capital, Leon Cooperman, Meridian Contrarian Fund",,14.5,0.0,0,0,0,Unknown,Industrials,0.0,0.0,N/A
NCLH,3,"John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital, Samantha McLemore - Patient Capital Management",,18.96,0.0,0,0,0,Unknown,Services,0.0,0.0,N/A
NOV,3,"First Eagle Investment Management, Greenhaven Associates, Richard Pzena - Hancock Classic Value",,15.22,0.0,0,0,0,Unknown,Energy,0.0,0.0,N/A
NVST,3,"John Rogers - Ariel Appreciation Fund, Meridian Contrarian Fund, Tweedy Browne Co. - Tweedy Browne Value Fund",,17.26,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
PARA,3,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, John Rogers - Ariel Appreciation Fund",,11.95,0.0,0,0,0,Unknown,Communication Services,0.0,0.0,N/A
STLA,3,"Bill Miller - Miller Value Partners, Francis Chou - Chou Associates, Greenhaven Associates",,11.21,0.0,0,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
TEVA,3,"David Einhorn - Greenlight Capital, Harry Burn - Sound Shore, Viking Global Investors",,15.37,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
VFC,3,"Dodge & Cox, Glenn Welling - Engaged Capital, Meridian Contrarian Fund",,15.52,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
VSH,3,"First Eagle Investment Management, FPA Queens Road Small Cap Value Fund, Robert Olstein - Olstein Capital Management",,15.9,0.0,0,0,0,Unknown,Information Technology,0.0,0.0,N/A
VTRS,3,"Bill Miller - Miller Value Partners, Christopher Davis - Davis Advisors, David Einhorn - Greenlight Capital",,8.71,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
WBD,3,"Bill Nygren - Oakmark Select Fund, Hillman Value Fund, Yacktman Asset Management",,11.03,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
ALIT,2,"David Einhorn - Greenlight Capital, Lee Ainslie - Maverick Capital",,5.93,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
AM,2,"Glenn Greenberg - Brave Warrior Advisors, Kahn Brothers Group",,18.0,0.0,0,0,0,Unknown,Energy,0.0,0.0,N/A
BB,2,"Meridian Contrarian Fund, Prem Watsa - Fairfax Financial Holdings",,3.76,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
BHC,2,"Carl Icahn - Icahn Capital Management, Howard Marks - Oaktree Capital Management",,6.47,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
BKD,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,6.26,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
CCL,2,"Lee Ainslie - Maverick Capital, Viking Global Investors",,19.53,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
CLB,2,"Charles Bobrinskoy - Ariel Focus Fund, John Rogers - Ariel Appreciation Fund",,14.99,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
CLVT,2,"Lee Ainslie - Maverick Capital, Seth Klarman - Baupost Group",,3.93,0.0,0,0,0,Unknown,Unknown,0.0,0.0,N/A
CTO,2,"Bill Miller - Miller Value Partners, Third Avenue Management",,19.31,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
DBRG,2,"Chuck Akre - Akre Capital Management, Meridian Contrarian Fund",,8.82,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
EQC-OLD,2,"FPA Queens Road Small Cap Value Fund, Third Avenue Management",,1.61,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
EYE,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,12.78,0.0,0,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
GCI,2,"Bill Miller - Miller Value Partners, Leon Cooperman",,2.89,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
GRAB,2,"Chase Coleman - Tiger Global Management, Howard Marks - Oaktree Capital Management",,4.53,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
GT,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,9.24,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
HLN,2,"First Eagle Investment Management, Kahn Brothers Group",,10.29,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
HTZWW,2,"Daniel Loeb - Third Point, Francis Chou - Chou Associates",,2.26,0.0,0,0,0,Unknown,Unknown,0.0,0.0,N/A
IVZ,2,"Nelson Peltz - Trian Fund Management, Robert Olstein - Olstein Capital Management",,15.17,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
KGC,2,"Christopher Bloomstran - Semper Augustus, First Eagle Investment Management",,12.61,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
LBTYK,2,"Lee Ainslie - Maverick Capital, Seth Klarman - Baupost Group",,11.97,0.0,0,0,0,Unknown,Services,0.0,0.0,N/A
LXU,2,"First Eagle Investment Management, Third Avenue Management",,6.59,0.0,0,0,0,Unknown,Industrial Goods,0.0,0.0,N/A
LYG,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,3.82,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
MX,2,"Howard Marks - Oaktree Capital Management, Prem Watsa - Fairfax Financial Holdings",,3.43,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
NUVB,2,"David Abrams - Abrams Capital Management, David Einhorn - Greenlight Capital",,1.76,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
OGN,2,"Harry Burn - Sound Shore, Kahn Brothers Group",,14.89,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
OI,2,"Lee Ainslie - Maverick Capital, Thomas Gayner - Markel Group",,11.47,0.0,0,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
ORIC,2,"Meridian Contrarian Fund, Viking Global Investors",,5.58,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
ORLA,2,"First Eagle Investment Management, Prem Watsa - Fairfax Financial Holdings",,9.28,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
OUT,2,"First Eagle Investment Management, Thomas Russo - Gardner Russo & Quinn",,16.14,0.0,0,0,0,Unknown,Services,0.0,0.0,N/A
PBF,2,"First Eagle Investment Management, Third Avenue Management",,19.09,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
PCG,2,"Daniel Loeb - Third Point, Steven Romick - FPA Crescent Fund",,17.18,0.0,0,0,0,Unknown,Utilities,0.0,0.0,N/A
PENG,2,"First Eagle Investment Management, Meridian Contrarian Fund",,17.37,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
PTON,2,"David Einhorn - Greenlight Capital, Samantha McLemore - Patient Capital Management",,6.32,0.0,0,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
RCKT,2,"Lee Ainslie - Maverick Capital, Torray Funds",,6.67,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
REZI,2,"Charles Bobrinskoy - Ariel Focus Fund, John Rogers - Ariel Appreciation Fund",,17.7,0.0,0,0,0,Unknown,Industrials,0.0,0.0,N/A
RKT,2,"Christopher Davis - Davis Advisors, ValueAct Capital",,12.07,0.0,0,0,0,Unknown,Financials,0.0,0.0,N/A
ROIV,2,"David Einhorn - Greenlight Capital, Viking Global Investors",,10.09,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
SAIL,2,"Lee Ainslie - Maverick Capital, Viking Global Investors",,18.75,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
SD,2,"Carl Icahn - Icahn Capital Management, Third Avenue Management",,11.42,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
STKL,2,"Howard Marks - Oaktree Capital Management, Leon Cooperman",,4.86,0.0,0,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
TME,2,"Polen Capital Management, William Von Mueffling - Cantillon Capital Management",,14.41,0.0,0,0,0,Unknown,Communication Services,0.0,0.0,N/A
UAA,2,"Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,6.24,0.0,0,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
VALE,2,"Christopher Davis - Davis Advisors, Howard Marks - Oaktree Capital Management",,9.98,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
VYX,2,"Glenn Welling - Engaged Capital, Steven Romick - FPA Crescent Fund",,9.75,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
WSR,2,"First Eagle Investment Management, Third Avenue Management",,14.58,0.0,0,0,0,Unknown,Real Estate,0.0,0.0,N/A
CTLP,1,David Abrams - Abrams Capital Management,,7.87,0.0,0,0,0,Unknown,Technology,0.0,0.0,N/A
DCGO,1,David Katz - Matrix Asset Advisors,,2.64,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
DENN,1,Robert Olstein - Olstein Capital Management,,3.67,0.0,0,0,0,Unknown,Services,0.0,0.0,N/A
EMBC,1,Yacktman Asset Management,,12.75,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
FOSL,1,Bill Miller - Miller Value Partners,,1.15,0.0,0,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
JELD,1,Bill Miller - Miller Value Partners,,5.97,0.0,0,0,0,Unknown,Industrials,0.0,0.0,N/A
KOS,1,Samantha McLemore - Patient Capital Management,,2.28,0.0,0,0,0,Unknown,Materials,0.0,0.0,N/A
MNRO,1,Lee Ainslie - Maverick Capital,,14.47,0.0,0,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
PTLO,1,Glenn Welling - Engaged Capital,,11.89,0.0,0,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
SHYF,1,Robert Olstein - Olstein Capital Management,,8.09,0.0,0,0,0,Unknown,Industrials,0.0,0.0,N/A
SMHI,1,Christopher Bloomstran - Semper Augustus,,5.06,0.0,0,0,0,Unknown,Energy,0.0,0.0,N/A
SVV,1,Tom Bancroft - Makaira Partners,,6.9,0.0,0,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
TAC,1,Howard Marks - Oaktree Capital Management,,9.33,0.0,0,0,0,Unknown,Utilities,0.0,0.0,N/A
ZIMV,1,Charles Bobrinskoy - Ariel Focus Fund,,10.8,0.0,0,0,0,Unknown,Health Care,0.0,0.0,N/A
ZUMZ,1,Lee Ainslie - Maverick Capital,,14.89,0.0,0,0,0,Unknown,Services,0.0,0.0,N/A
