ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,portfolio_pct_std,total_shares,market_cap,cap_category,sector,industry,total_position_value,conviction_score,consistency_score,market_cap_display
PYPL,9,"David Katz - Matrix Asset Advisors, David Rolfe - Wedgewood Partners, Francis Chou - Chou Associates, Harry Burn - Sound Shore, Lee Ainslie - Maverick Capital, Lindsell Train, Mason Hawkins - Longleaf Partners, Pat Dorsey - Dorsey Asset Management, Polen Capital Management",,66.99,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,27.0,0.0,N/A
KMX,9,"Chuck Akre - Akre Capital Management, Francois Rochon - Giverny Capital, Hillman Value Fund, John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, Tom Bancroft - Makaira Partners, Wallace Weitz - Weitz Large Cap Equity Fund",,78.52,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,27.0,0.0,N/A
FLUT,9,"AKO Capital, Chase Coleman - Tiger Global Management, Daniel Loeb - Third Point, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Stephen Mandel - Lone Pine Capital, Tom Bancroft - Makaira Partners, Viking Global Investors, William Von Mueffling - Cantillon Capital Management",,221.38,0.0,0,0.0,0,0,Unknown,Consumer Cyclical,Unknown,0.0,27.0,0.0,N/A
CRM,8,"AKO Capital, First Eagle Investment Management, Hillman Value Fund, Mairs & Power Growth Fund, Polen Capital Management, Stephen Mandel - Lone Pine Capital, ValueAct Capital, Wallace Weitz - Weitz Large Cap Equity Fund",,271.05,0.0,0,0.0,0,0,Unknown,Technology,Unknown,0.0,24.0,0.0,N/A
BMY,8,"Bill Miller - Miller Value Partners, David Katz - Matrix Asset Advisors, Dodge & Cox, Harry Burn - Sound Shore, Hillman Value Fund, Jensen Investment Management, Kahn Brothers Group, Richard Pzena - Hancock Classic Value",,60.79,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,24.0,0.0,N/A
CVS,8,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Dodge & Cox, Hillman Value Fund, Prem Watsa - Fairfax Financial Holdings, Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management, Samantha McLemore - Patient Capital Management",,67.57,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,24.0,0.0,N/A
TXN,8,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, First Eagle Investment Management, Jensen Investment Management, Robert Olstein - Olstein Capital Management, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Torray Funds",,179.7,0.0,0,0.0,0,0,Unknown,Information Technology,Unknown,0.0,24.0,0.0,N/A
DHR,8,"Bill & Melinda Gates Foundation Trust, Chuck Akre - Akre Capital Management, David Katz - Matrix Asset Advisors, Lee Ainslie - Maverick Capital, Pat Dorsey - Dorsey Asset Management, Torray Funds, Viking Global Investors, Wallace Weitz - Weitz Large Cap Equity Fund",,205.0,0.0,0,0.0,0,0,Unknown,Industrials,Unknown,0.0,24.0,0.0,N/A
TMO,8,"AKO Capital, David Katz - Matrix Asset Advisors, Lindsell Train, Polen Capital Management, Thomas Gayner - Markel Group, Torray Funds, Wallace Weitz - Weitz Large Cap Equity Fund, William Von Mueffling - Cantillon Capital Management",,497.6,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,24.0,0.0,N/A
SBUX,8,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, Francois Rochon - Giverny Capital, Jensen Investment Management, Lee Ainslie - Maverick Capital, Polen Capital Management, Stephen Mandel - Lone Pine Capital, Thomas Gayner - Markel Group",,98.09,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,24.0,0.0,N/A
SPGI,8,"Chris Hohn - TCI Fund Management, David Rolfe - Wedgewood Partners, Glenn Greenberg - Brave Warrior Advisors, Lindsell Train, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group, Valley Forge Capital Management, William Von Mueffling - Cantillon Capital Management",,508.41,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,24.0,0.0,N/A
ICE,8,"AKO Capital, Bill Nygren - Oakmark Select Fund, Daniel Loeb - Third Point, John Armitage - Egerton Capital, Ruane Cunniff - Sequoia Fund, Thomas Gayner - Markel Group, Viking Global Investors, William Von Mueffling - Cantillon Capital Management",,172.5,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,24.0,0.0,N/A
KHC,7,"Bill & Melinda Gates Foundation Trust, First Eagle Investment Management, Hillman Value Fund, Mairs & Power Growth Fund, Mason Hawkins - Longleaf Partners, Prem Watsa - Fairfax Financial Holdings, Warren Buffett - Berkshire Hathaway",,30.47,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,21.0,0.0,N/A
ASML,7,"David Tepper - Appaloosa Management, Hillman Value Fund, Pat Dorsey - Dorsey Asset Management, Polen Capital Management, Stephen Mandel - Lone Pine Capital, Triple Frond Partners, Valley Forge Capital Management",,668.57,0.0,0,0.0,0,0,Unknown,Technology,Unknown,0.0,21.0,0.0,N/A
LPLA,7,"Daniel Loeb - Third Point, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Meridian Contrarian Fund, Stephen Mandel - Lone Pine Capital, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group",,327.14,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,21.0,0.0,N/A
USB,7,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, First Eagle Investment Management, Hillman Value Fund, Mairs & Power Growth Fund, Robert Olstein - Olstein Capital Management, Viking Global Investors",,43.01,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,21.0,0.0,N/A
FDX,7,"Bill & Melinda Gates Foundation Trust, David Katz - Matrix Asset Advisors, Dodge & Cox, Mason Hawkins - Longleaf Partners, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group, Tweedy Browne Co. - Tweedy Browne Value Fund",,243.78,0.0,0,0.0,0,0,Unknown,Industrials,Unknown,0.0,21.0,0.0,N/A
FI,7,"Dodge & Cox, Francois Rochon - Giverny Capital, John Armitage - Egerton Capital, Leon Cooperman, Mairs & Power Growth Fund, Robert Olstein - Olstein Capital Management, Torray Funds",,220.83,0.0,0,0.0,0,0,Unknown,Information Technology,Unknown,0.0,21.0,0.0,N/A
ADI,7,"AKO Capital, First Eagle Investment Management, Francois Rochon - Giverny Capital, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, Wallace Weitz - Weitz Large Cap Equity Fund, William Von Mueffling - Cantillon Capital Management",,201.67,0.0,0,0.0,0,0,Unknown,Information Technology,Unknown,0.0,21.0,0.0,N/A
GS,7,"Charles Bobrinskoy - Ariel Focus Fund, David Katz - Matrix Asset Advisors, Dodge & Cox, Greenhaven Associates, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group, Yacktman Asset Management",,546.28,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,21.0,0.0,N/A
UBER,7,"Bill Ackman - Pershing Square Capital Management, Chase Coleman - Tiger Global Management, David Tepper - Appaloosa Management, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn, William Von Mueffling - Cantillon Capital Management",,72.86,0.0,0,0.0,0,0,Unknown,Technology,Unknown,0.0,21.0,0.0,N/A
GM,7,"Francis Chou - Chou Associates, Greenhaven Associates, Harry Burn - Sound Shore, Prem Watsa - Fairfax Financial Holdings, Robert Olstein - Olstein Capital Management, Samantha McLemore - Patient Capital Management, Viking Global Investors",,47.03,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,21.0,0.0,N/A
ADBE,7,"Hillman Value Fund, Jensen Investment Management, Lindsell Train, Polen Capital Management, Torray Funds, Wallace Weitz - Weitz Large Cap Equity Fund, William Von Mueffling - Cantillon Capital Management",,395.57,0.0,0,0.0,0,0,Unknown,Information Technology,Unknown,0.0,21.0,0.0,N/A
WTW,7,"David Abrams - Abrams Capital Management, First Eagle Investment Management, Harry Burn - Sound Shore, Polen Capital Management, Robert Olstein - Olstein Capital Management, Seth Klarman - Baupost Group, Thomas Gayner - Markel Group",,337.95,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,21.0,0.0,N/A
C,7,"Francis Chou - Chou Associates, Greenhaven Associates, Harry Burn - Sound Shore, Kahn Brothers Group, Richard Pzena - Hancock Classic Value, Samantha McLemore - Patient Capital Management, Steven Romick - FPA Crescent Fund",,70.99,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,21.0,0.0,N/A
COST,7,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, Francois Rochon - Giverny Capital, Lee Ainslie - Maverick Capital, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn, Torray Funds",,945.79,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,21.0,0.0,N/A
OXY,7,"Bruce Berkowitz - Fairholme Capital, Dodge & Cox, Duan Yongping - H&H International Investment, Francis Chou - Chou Associates, Li Lu - Himalaya Capital Management, Prem Watsa - Fairfax Financial Holdings, Warren Buffett - Berkshire Hathaway",,49.38,0.0,0,0.0,0,0,Unknown,Energy,Unknown,0.0,21.0,0.0,N/A
LLY,7,"Chase Coleman - Tiger Global Management, David Katz - Matrix Asset Advisors, John Armitage - Egerton Capital, Mairs & Power Growth Fund, Polen Capital Management, Stephen Mandel - Lone Pine Capital, Torray Funds",,825.91,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,21.0,0.0,N/A
CSGP,7,"Chase Coleman - Tiger Global Management, Chuck Akre - Akre Capital Management, Daniel Loeb - Third Point, Dennis Hong - ShawSpring Partners, Polen Capital Management, Thomas Gayner - Markel Group, Wallace Weitz - Weitz Large Cap Equity Fund",,79.23,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,21.0,0.0,N/A
FERG,6,"Francois Rochon - Giverny Capital, Nelson Peltz - Trian Fund Management, Seth Klarman - Baupost Group, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, William Von Mueffling - Cantillon Capital Management",,160.23,0.0,0,0.0,0,0,Unknown,Industrial Goods,Unknown,0.0,18.0,0.0,N/A
UHAL,6,"David Abrams - Abrams Capital Management, Meridian Contrarian Fund, Nelson Peltz - Trian Fund Management, Third Avenue Management, Tweedy Browne Co. - Tweedy Browne Value Fund, Yacktman Asset Management",,62.77,0.0,0,0.0,0,0,Unknown,Services,Unknown,0.0,18.0,0.0,N/A
ELV,6,"First Eagle Investment Management, Glenn Greenberg - Brave Warrior Advisors, Leon Cooperman, Ruane Cunniff - Sequoia Fund, Seth Klarman - Baupost Group, Yacktman Asset Management",,434.96,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,18.0,0.0,N/A
KO,6,"Christopher Bloomstran - Semper Augustus, Jensen Investment Management, Lindsell Train, Thomas Russo - Gardner Russo & Quinn, Warren Buffett - Berkshire Hathaway, Yacktman Asset Management",,71.62,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,18.0,0.0,N/A
PG,6,"David Katz - Matrix Asset Advisors, Jensen Investment Management, Kahn Brothers Group, Terry Smith - Fundsmith, Thomas Russo - Gardner Russo & Quinn, Yacktman Asset Management",,170.42,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,18.0,0.0,N/A
CP,6,"Bill Ackman - Pershing Square Capital Management, Chris Hohn - TCI Fund Management, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Lindsell Train, William Von Mueffling - Cantillon Capital Management",,70.2,0.0,0,0.0,0,0,Unknown,Services,Unknown,0.0,18.0,0.0,N/A
ACN,6,"AKO Capital, David Katz - Matrix Asset Advisors, Jensen Investment Management, Polen Capital Management, Thomas Gayner - Markel Group, Wallace Weitz - Weitz Large Cap Equity Fund",,312.04,0.0,0,0.0,0,0,Unknown,Services,Unknown,0.0,18.0,0.0,N/A
PFE,6,"David Katz - Matrix Asset Advisors, Hillman Value Fund, Kahn Brothers Group, Prem Watsa - Fairfax Financial Holdings, Richard Pzena - Hancock Classic Value, Torray Funds",,25.6,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,18.0,0.0,N/A
XOM,6,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, First Eagle Investment Management, Kahn Brothers Group, Thomas Russo - Gardner Russo & Quinn, Yacktman Asset Management",,118.92,0.0,0,0.0,0,0,Unknown,Energy,Unknown,0.0,18.0,0.0,N/A
ZBH,6,"David Katz - Matrix Asset Advisors, Dodge & Cox, Harry Burn - Sound Shore, Hillman Value Fund, John Rogers - Ariel Appreciation Fund, Robert Olstein - Olstein Capital Management",,111.29,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,18.0,0.0,N/A
IFF,6,"Carl Icahn - Icahn Capital Management, Dodge & Cox, First Eagle Investment Management, Hillman Value Fund, Robert Olstein - Olstein Capital Management, Steven Romick - FPA Crescent Fund",,78.52,0.0,0,0.0,0,0,Unknown,Materials,Unknown,0.0,18.0,0.0,N/A
WCC,6,"Alex Roepers - Atlantic Investment Management, Christopher Davis - Davis Advisors, First Eagle Investment Management, Robert Olstein - Olstein Capital Management, Seth Klarman - Baupost Group, Third Avenue Management",,155.3,0.0,0,0.0,0,0,Unknown,Services,Unknown,0.0,18.0,0.0,N/A
ICLR,6,"Glenn Greenberg - Brave Warrior Advisors, Lee Ainslie - Maverick Capital, Polen Capital Management, Ruane Cunniff - Sequoia Fund, Seth Klarman - Baupost Group, Steven Romick - FPA Crescent Fund",,174.99,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,18.0,0.0,N/A
HD,6,"David Katz - Matrix Asset Advisors, First Eagle Investment Management, Jensen Investment Management, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Torray Funds",,366.49,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,18.0,0.0,N/A
GE,6,"AKO Capital, Chris Hohn - TCI Fund Management, Christopher Bloomstran - Semper Augustus, Dodge & Cox, John Armitage - Egerton Capital, Nelson Peltz - Trian Fund Management",,200.15,0.0,0,0.0,0,0,Unknown,Industrials,Unknown,0.0,18.0,0.0,N/A
VRSK,6,"Chuck Akre - Akre Capital Management, Jensen Investment Management, Lindsell Train, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Torray Funds",,297.62,0.0,0,0.0,0,0,Unknown,Services,Unknown,0.0,18.0,0.0,N/A
BN,6,"Bill Ackman - Pershing Square Capital Management, Chuck Akre - Akre Capital Management, Daniel Loeb - Third Point, Josh Tarasoff - Greenlea Lane Capital, Third Avenue Management, Thomas Gayner - Markel Group",,52.41,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,18.0,0.0,N/A
