ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,total_shares,market_cap,cap_category,sector,avg_gain_loss_pct,total_position_value,market_cap_display
ALLY,5,"Bill Nygren - Oakmark Select Fund, Francis Chou - Chou Associates, Glenn Greenberg - Brave Warrior Advisors, Lee Ainslie - Maverick Capital, Warren Buffett - Berkshire Hathaway",,36.47,1.49,1.51,0,0,Unknown,Financials,0.0,0.0,N/A
DB,4,"David Tepper - Appaloosa Management, Kahn Brothers Group, Third Avenue Management, Viking Global Investors",,23.62,23.6,33.8,0,0,Unknown,Financials,0.0,0.0,N/A
DAR,4,"Alex Roepers - Atlantic Investment Management, Christopher Davis - Davis Advisors, FPA Queens Road Small Cap Value Fund, Yacktman Asset Management",,31.24,23.34,23.34,0,0,Unknown,Industrial Goods,0.0,0.0,N/A
NU,4,"Chase Coleman - Tiger Global Management, Lee Ainslie - Maverick Capital, Polen Capital Management, ValueAct Capital",,10.24,22.75,22.75,0,0,Unknown,Financials,0.0,0.0,N/A
WRBY,4,"First Eagle Investment Management, Lee Ainslie - Maverick Capital, Polen Capital Management, Thomas Russo - Gardner Russo & Quinn",,18.23,20.34,20.35,0,0,Unknown,Health Care,0.0,0.0,N/A
GTX,4,"Howard Marks - Oaktree Capital Management, Kahn Brothers Group, Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,8.37,16.16,16.27,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
IBKR,4,"Bryan Lawrence - Oakcliff Capital, John Armitage - Egerton Capital, Robert Vinall - RV Capital GmbH, William Von Mueffling - Cantillon Capital Management",,41.4,15.28,22.05,0,0,Unknown,Financials,0.0,0.0,N/A
LBTYA,4,"David Einhorn - Greenlight Capital, Francis Chou - Chou Associates, Howard Marks - Oaktree Capital Management, Seth Klarman - Baupost Group",,11.51,14.6,14.61,0,0,Unknown,Services,0.0,0.0,N/A
MGM,4,"Christopher Davis - Davis Advisors, Mason Hawkins - Longleaf Partners, Prem Watsa - Fairfax Financial Holdings, Thomas Gayner - Markel Group",,29.64,10.24,12.18,0,0,Unknown,Services,0.0,0.0,N/A
OMF,4,"Bill Miller - Miller Value Partners, Glenn Greenberg - Brave Warrior Advisors, Leon Cooperman, Samantha McLemore - Patient Capital Management",,48.88,9.38,15.09,0,0,Unknown,Financials,0.0,0.0,N/A
EPD,4,"Bruce Berkowitz - Fairholme Capital, First Eagle Investment Management, Leon Cooperman, Tweedy Browne Co. - Tweedy Browne Value Fund",,34.14,7.3,9.72,0,0,Unknown,Materials,0.0,0.0,N/A
B,4,"Charles Bobrinskoy - Ariel Focus Fund, First Eagle Investment Management, Harry Burn - Sound Shore, Howard Marks - Oaktree Capital Management",,19.44,4.24,8.95,0,0,Unknown,Materials,0.0,0.0,N/A
CCCS,4,"Chuck Akre - Akre Capital Management, Polen Capital Management, Torray Funds, Triple Frond Partners",,9.03,2.18,2.21,0,0,Unknown,Technology,0.0,0.0,N/A
MIR,3,"Lee Ainslie - Maverick Capital, Leon Cooperman, Meridian Contrarian Fund",,14.5,40.28,40.28,0,0,Unknown,Industrials,0.0,0.0,N/A
MANU,3,"John Rogers - Ariel Appreciation Fund, Leon Cooperman, Lindsell Train",,13.09,34.33,45.23,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
GXO,3,"First Eagle Investment Management, Glenn Welling - Engaged Capital, Lee Ainslie - Maverick Capital",,39.08,27.16,27.18,0,0,Unknown,Industrials,0.0,0.0,N/A
MSGE,3,"Charles Bobrinskoy - Ariel Focus Fund, John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital",,32.74,25.03,25.09,0,0,Unknown,Communication Services,0.0,0.0,N/A
CSX,3,"Harry Burn - Sound Shore, Kahn Brothers Group, Viking Global Investors",,29.43,22.68,47.99,0,0,Unknown,Industrials,0.0,0.0,N/A
ONON,3,"Bill & Melinda Gates Foundation Trust, Lee Ainslie - Maverick Capital, Polen Capital Management",,43.92,21.46,21.79,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
T,3,"Bill Miller - Miller Value Partners, Daniel Loeb - Third Point, Hillman Value Fund",,27.79,17.53,51.42,0,0,Unknown,Communication Services,0.0,0.0,N/A
PARA,3,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, John Rogers - Ariel Appreciation Fund",,11.95,17.48,38.35,0,0,Unknown,Communication Services,0.0,0.0,N/A
GPK,3,"David Einhorn - Greenlight Capital, FPA Queens Road Small Cap Value Fund, Thomas Gayner - Markel Group",,25.96,16.99,16.99,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
STLA,3,"Bill Miller - Miller Value Partners, Francis Chou - Chou Associates, Greenhaven Associates",,11.21,15.47,16.5,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
NCLH,3,"John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital, Samantha McLemore - Patient Capital Management",,18.96,15.41,44.54,0,0,Unknown,Services,0.0,0.0,N/A
VFC,3,"Dodge & Cox, Glenn Welling - Engaged Capital, Meridian Contrarian Fund",,15.52,15.21,25.52,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
PRMB,3,"Daniel Loeb - Third Point, Lee Ainslie - Maverick Capital, Viking Global Investors",,35.49,15.16,15.16,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
AVTR,3,"Dodge & Cox, Harry Burn - Sound Shore, Robert Olstein - Olstein Capital Management",,16.21,15.02,17.09,0,0,Unknown,Materials,0.0,0.0,N/A
CPRI,3,"David Einhorn - Greenlight Capital, Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,19.73,14.92,14.95,0,0,Unknown,Services,0.0,0.0,N/A
CZR,3,"Carl Icahn - Icahn Capital Management, David Tepper - Appaloosa Management, Lee Ainslie - Maverick Capital",,25.0,14.9,15.37,0,0,Unknown,Services,0.0,0.0,N/A
RPRX,3,"Samantha McLemore - Patient Capital Management, Torray Funds, Viking Global Investors",,31.13,14.44,26.02,0,0,Unknown,Health Care,0.0,0.0,N/A
APA,3,"Bill Nygren - Oakmark Select Fund, Charles Bobrinskoy - Ariel Focus Fund, Samantha McLemore - Patient Capital Management",,21.02,14.32,14.32,0,0,Unknown,Energy,0.0,0.0,N/A
GSK,3,"Dodge & Cox, Hillman Value Fund, Kahn Brothers Group",,38.45,14.25,35.12,0,0,Unknown,Health Care,0.0,0.0,N/A
LEVI,3,"FPA Queens Road Small Cap Value Fund, Jensen Investment Management, Thomas Russo - Gardner Russo & Quinn",,15.59,13.66,13.66,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
DAL,3,"Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management, Samantha McLemore - Patient Capital Management",,43.6,13.56,13.56,0,0,Unknown,Services,0.0,0.0,N/A
HPQ,3,"David Einhorn - Greenlight Capital, Dodge & Cox, Lee Ainslie - Maverick Capital",,27.69,13.05,13.65,0,0,Unknown,Information Technology,0.0,0.0,N/A
TEVA,3,"David Einhorn - Greenlight Capital, Harry Burn - Sound Shore, Viking Global Investors",,15.37,12.12,14.23,0,0,Unknown,Health Care,0.0,0.0,N/A
WBD,3,"Bill Nygren - Oakmark Select Fund, Hillman Value Fund, Yacktman Asset Management",,11.03,12.11,35.04,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
BAM,3,"FPA Queens Road Small Cap Value Fund, Third Avenue Management, Thomas Gayner - Markel Group",,48.45,11.93,11.93,0,0,Unknown,Financials,0.0,0.0,N/A
SDRL,3,"Daniel Loeb - Third Point, David Einhorn - Greenlight Capital, Samantha McLemore - Patient Capital Management",,25.0,10.3,17.65,0,0,Unknown,Energy,0.0,0.0,N/A
BEKE,3,"Christopher Davis - Davis Advisors, David Tepper - Appaloosa Management, Howard Marks - Oaktree Capital Management",,20.09,9.73,9.96,0,0,Unknown,Real Estate,0.0,0.0,N/A
NVST,3,"John Rogers - Ariel Appreciation Fund, Meridian Contrarian Fund, Tweedy Browne Co. - Tweedy Browne Value Fund",,17.26,9.5,9.5,0,0,Unknown,Health Care,0.0,0.0,N/A
BF.A,3,"Lindsell Train, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn",,33.47,9.29,19.15,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
NOV,3,"First Eagle Investment Management, Greenhaven Associates, Richard Pzena - Hancock Classic Value",,15.22,9.29,13.8,0,0,Unknown,Energy,0.0,0.0,N/A
LVS,3,"David Tepper - Appaloosa Management, Leon Cooperman, Polen Capital Management",,38.63,8.58,8.59,0,0,Unknown,Services,0.0,0.0,N/A
MAT,3,"John Rogers - Ariel Appreciation Fund, Mason Hawkins - Longleaf Partners, Samantha McLemore - Patient Capital Management",,19.43,8.0,13.75,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
CG,3,"Bill Miller - Miller Value Partners, John Rogers - Ariel Appreciation Fund, Thomas Gayner - Markel Group",,43.59,7.71,8.33,0,0,Unknown,Financials,0.0,0.0,N/A
YETI,3,"First Eagle Investment Management, Glenn Welling - Engaged Capital, Thomas Russo - Gardner Russo & Quinn",,33.1,7.62,7.64,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
KVUE,3,"Daniel Loeb - Third Point, Lee Ainslie - Maverick Capital, Yacktman Asset Management",,23.98,7.6,11.18,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
NEM,3,"Christopher Bloomstran - Semper Augustus, First Eagle Investment Management, Harry Burn - Sound Shore",,48.28,7.57,19.97,0,0,Unknown,Materials,0.0,0.0,N/A
GNTX,3,"Jensen Investment Management, John Rogers - Ariel Appreciation Fund, Prem Watsa - Fairfax Financial Holdings",,23.3,7.51,7.51,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
NWSA,3,"Dodge & Cox, Lee Ainslie - Maverick Capital, Yacktman Asset Management",,27.22,6.69,7.95,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
DEI,3,"Christopher Davis - Davis Advisors, First Eagle Investment Management, Steven Romick - FPA Crescent Fund",,16.0,6.5,6.5,0,0,Unknown,Real Estate,0.0,0.0,N/A
MRP,3,"Glenn Greenberg - Brave Warrior Advisors, Greenhaven Associates, Third Avenue Management",,26.51,6.49,6.49,0,0,Unknown,Real Estate,0.0,0.0,N/A
LUV,3,"Harry Burn - Sound Shore, Lee Ainslie - Maverick Capital, Robert Olstein - Olstein Capital Management",,33.58,6.43,12.67,0,0,Unknown,Industrials,0.0,0.0,N/A
CNH,3,"David Einhorn - Greenlight Capital, Mason Hawkins - Longleaf Partners, Tweedy Browne Co. - Tweedy Browne Value Fund",,12.28,3.72,3.75,0,0,Unknown,Industrial Goods,0.0,0.0,N/A
VSH,3,"First Eagle Investment Management, FPA Queens Road Small Cap Value Fund, Robert Olstein - Olstein Capital Management",,15.9,3.14,3.14,0,0,Unknown,Information Technology,0.0,0.0,N/A
VTRS,3,"Bill Miller - Miller Value Partners, Christopher Davis - Davis Advisors, David Einhorn - Greenlight Capital",,8.71,2.34,3.8,0,0,Unknown,Health Care,0.0,0.0,N/A
UBS,3,"Dodge & Cox, Richard Pzena - Hancock Classic Value, Samantha McLemore - Patient Capital Management",,30.63,0.92,1.37,0,0,Unknown,Financials,0.0,0.0,N/A
HRL,3,"Bill & Melinda Gates Foundation Trust, Mairs & Power Growth Fund, Thomas Russo - Gardner Russo & Quinn",,30.94,0.3,0.32,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
TFC,3,"Christopher Davis - Davis Advisors, Thomas Russo - Gardner Russo & Quinn, Tweedy Browne Co. - Tweedy Browne Value Fund",,41.15,0.21,0.24,0,0,Unknown,Financials,0.0,0.0,N/A
ORIC,2,"Meridian Contrarian Fund, Viking Global Investors",,5.58,84.95,84.95,0,0,Unknown,Health Care,0.0,0.0,N/A
EYE,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,12.78,77.54,77.54,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
GHM,2,"First Eagle Investment Management, Robert Olstein - Olstein Capital Management",,28.84,68.33,68.39,0,0,Unknown,Industrial Goods,0.0,0.0,N/A
HTZWW,2,"Daniel Loeb - Third Point, Francis Chou - Chou Associates",,2.26,59.75,69.5,0,0,Unknown,Unknown,0.0,0.0,N/A
RCKT,2,"Lee Ainslie - Maverick Capital, Torray Funds",,6.67,59.52,59.52,0,0,Unknown,Health Care,0.0,0.0,N/A
SG,2,"Lee Ainslie - Maverick Capital, Meridian Contrarian Fund",,25.02,48.72,48.72,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
BBW,2,"Bill Miller - Miller Value Partners, Lee Ainslie - Maverick Capital",,37.17,40.49,40.52,0,0,Unknown,Services,0.0,0.0,N/A
FLEX,2,"Harry Burn - Sound Shore, Lee Ainslie - Maverick Capital",,33.08,40.27,40.27,0,0,Unknown,Technology,0.0,0.0,N/A
ON,2,"Jensen Investment Management, Robert Olstein - Olstein Capital Management",,40.69,33.26,33.28,0,0,Unknown,Technology,0.0,0.0,N/A
ACHC,2,"David Einhorn - Greenlight Capital, Lee Ainslie - Maverick Capital",,30.32,31.22,31.23,0,0,Unknown,Health Care,0.0,0.0,N/A
RYAAY,2,"Francis Chou - Chou Associates, Glenn Greenberg - Brave Warrior Advisors",,42.37,29.64,29.76,0,0,Unknown,Services,0.0,0.0,N/A
OGN,2,"Harry Burn - Sound Shore, Kahn Brothers Group",,14.89,29.63,59.09,0,0,Unknown,Health Care,0.0,0.0,N/A
CCL,2,"Lee Ainslie - Maverick Capital, Viking Global Investors",,19.53,29.19,29.19,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
SAIL,2,"Lee Ainslie - Maverick Capital, Viking Global Investors",,18.75,27.47,27.47,0,0,Unknown,Technology,0.0,0.0,N/A
AU,2,"First Eagle Investment Management, Howard Marks - Oaktree Capital Management",,37.12,27.21,30.12,0,0,Unknown,Materials,0.0,0.0,N/A
LBTYK,2,"Lee Ainslie - Maverick Capital, Seth Klarman - Baupost Group",,11.97,26.48,37.5,0,0,Unknown,Services,0.0,0.0,N/A
OI,2,"Lee Ainslie - Maverick Capital, Thomas Gayner - Markel Group",,11.47,25.6,25.65,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
LXU,2,"First Eagle Investment Management, Third Avenue Management",,6.59,25.19,25.19,0,0,Unknown,Industrial Goods,0.0,0.0,N/A
CAKE,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,48.66,23.52,23.54,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
RKT,2,"Christopher Davis - Davis Advisors, ValueAct Capital",,12.07,23.45,23.45,0,0,Unknown,Financials,0.0,0.0,N/A
CLB,2,"Charles Bobrinskoy - Ariel Focus Fund, John Rogers - Ariel Appreciation Fund",,14.99,22.35,22.35,0,0,Unknown,Materials,0.0,0.0,N/A
VAL,2,"Mohnish Pabrai - Pabrai Investments, Third Avenue Management",,39.26,22.11,33.57,0,0,Unknown,Energy,0.0,0.0,N/A
STKL,2,"Howard Marks - Oaktree Capital Management, Leon Cooperman",,4.86,21.92,22.02,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
CNM,2,"Meridian Contrarian Fund, Polen Capital Management",,48.31,20.76,20.76,0,0,Unknown,Industrials,0.0,0.0,N/A
TME,2,"Polen Capital Management, William Von Mueffling - Cantillon Capital Management",,14.41,20.08,28.24,0,0,Unknown,Communication Services,0.0,0.0,N/A
CPB,2,"Hillman Value Fund, Jensen Investment Management",,40.06,19.95,20.09,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
TEX,2,"Alex Roepers - Atlantic Investment Management, Greenhaven Associates",,37.78,18.66,18.66,0,0,Unknown,Industrials,0.0,0.0,N/A
VYX,2,"Glenn Welling - Engaged Capital, Steven Romick - FPA Crescent Fund",,9.75,18.56,18.56,0,0,Unknown,Technology,0.0,0.0,N/A
NUVB,2,"David Abrams - Abrams Capital Management, David Einhorn - Greenlight Capital",,1.76,17.57,20.45,0,0,Unknown,Health Care,0.0,0.0,N/A
NE,2,"First Eagle Investment Management, Mohnish Pabrai - Pabrai Investments",,23.7,17.13,17.13,0,0,Unknown,Energy,0.0,0.0,N/A
BKE,2,"Bill Miller - Miller Value Partners, Lee Ainslie - Maverick Capital",,38.32,15.84,15.87,0,0,Unknown,Services,0.0,0.0,N/A
PENG,2,"First Eagle Investment Management, Meridian Contrarian Fund",,17.37,15.77,15.77,0,0,Unknown,Technology,0.0,0.0,N/A
DBRG,2,"Chuck Akre - Akre Capital Management, Meridian Contrarian Fund",,8.82,15.76,15.87,0,0,Unknown,Financials,0.0,0.0,N/A
DT,2,"Polen Capital Management, Torray Funds",,47.16,15.75,15.75,0,0,Unknown,Technology,0.0,0.0,N/A
BATRK,2,"Third Avenue Management, Warren Buffett - Berkshire Hathaway",,39.99,15.64,16.22,0,0,Unknown,Services,0.0,0.0,N/A
BB,2,"Meridian Contrarian Fund, Prem Watsa - Fairfax Financial Holdings",,3.76,15.54,16.18,0,0,Unknown,Technology,0.0,0.0,N/A
GCI,2,"Bill Miller - Miller Value Partners, Leon Cooperman",,2.89,14.54,14.88,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
FUN,2,"Lee Ainslie - Maverick Capital, Meridian Contrarian Fund",,35.67,14.47,14.47,0,0,Unknown,Services,0.0,0.0,N/A
PRGO,2,"Harry Burn - Sound Shore, Meridian Contrarian Fund",,28.04,14.39,23.1,0,0,Unknown,Health Care,0.0,0.0,N/A
ROIV,2,"David Einhorn - Greenlight Capital, Viking Global Investors",,10.09,14.27,14.57,0,0,Unknown,Health Care,0.0,0.0,N/A
BWA,2,"Charles Bobrinskoy - Ariel Focus Fund, John Rogers - Ariel Appreciation Fund",,28.64,14.26,14.28,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
DIN,2,"Lee Ainslie - Maverick Capital, Robert Olstein - Olstein Capital Management",,23.27,14.18,14.18,0,0,Unknown,Services,0.0,0.0,N/A
REZI,2,"Charles Bobrinskoy - Ariel Focus Fund, John Rogers - Ariel Appreciation Fund",,17.7,14.12,23.11,0,0,Unknown,Industrials,0.0,0.0,N/A
WSR,2,"First Eagle Investment Management, Third Avenue Management",,14.58,13.69,13.72,0,0,Unknown,Real Estate,0.0,0.0,N/A
GLW,2,"David Tepper - Appaloosa Management, Robert Olstein - Olstein Capital Management",,45.78,13.48,13.81,0,0,Unknown,Information Technology,0.0,0.0,N/A
PBF,2,"First Eagle Investment Management, Third Avenue Management",,19.09,13.41,13.41,0,0,Unknown,Materials,0.0,0.0,N/A
DINO,2,"Christopher Bloomstran - Semper Augustus, Mason Hawkins - Longleaf Partners",,32.88,12.45,22.72,0,0,Unknown,Materials,0.0,0.0,N/A
PCG,2,"Daniel Loeb - Third Point, Steven Romick - FPA Crescent Fund",,17.18,12.43,19.5,0,0,Unknown,Utilities,0.0,0.0,N/A
MTG,2,"First Eagle Investment Management, FPA Queens Road Small Cap Value Fund",,24.78,11.86,11.86,0,0,Unknown,Financials,0.0,0.0,N/A
KGC,2,"Christopher Bloomstran - Semper Augustus, First Eagle Investment Management",,12.61,11.8,21.41,0,0,Unknown,Materials,0.0,0.0,N/A
GT,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,9.24,11.69,11.69,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
OLN,2,"Christopher Bloomstran - Semper Augustus, Yacktman Asset Management",,24.24,11.56,19.98,0,0,Unknown,Materials,0.0,0.0,N/A
ORLA,2,"First Eagle Investment Management, Prem Watsa - Fairfax Financial Holdings",,9.28,11.01,11.85,0,0,Unknown,Materials,0.0,0.0,N/A
NAMS,2,"Lee Ainslie - Maverick Capital, Viking Global Investors",,20.47,10.99,10.99,0,0,Unknown,Health Care,0.0,0.0,N/A
MX,2,"Howard Marks - Oaktree Capital Management, Prem Watsa - Fairfax Financial Holdings",,3.43,10.79,10.79,0,0,Unknown,Technology,0.0,0.0,N/A
AXTA,2,"John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital",,33.17,10.77,10.79,0,0,Unknown,Materials,0.0,0.0,N/A
BKD,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,6.26,10.54,10.54,0,0,Unknown,Health Care,0.0,0.0,N/A
LYG,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,3.82,10.21,10.21,0,0,Unknown,Financials,0.0,0.0,N/A
UAA,2,"Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,6.24,10.09,10.1,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
UGI,2,"Bill Miller - Miller Value Partners, FPA Queens Road Small Cap Value Fund",,33.07,10.04,10.07,0,0,Unknown,Utilities,0.0,0.0,N/A
MGA,2,"Francis Chou - Chou Associates, Richard Pzena - Hancock Classic Value",,33.99,9.98,10.0,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
ALIT,2,"David Einhorn - Greenlight Capital, Lee Ainslie - Maverick Capital",,5.93,9.27,9.27,0,0,Unknown,Technology,0.0,0.0,N/A
GLNG,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,38.0,8.68,8.71,0,0,Unknown,Services,0.0,0.0,N/A
FCX,2,"Howard Marks - Oaktree Capital Management, Lee Ainslie - Maverick Capital",,37.86,8.36,8.58,0,0,Unknown,Materials,0.0,0.0,N/A
NATL,2,"Glenn Welling - Engaged Capital, Steven Romick - FPA Crescent Fund",,26.38,8.07,8.07,0,0,Unknown,Technology,0.0,0.0,N/A
VALE,2,"Christopher Davis - Davis Advisors, Howard Marks - Oaktree Capital Management",,9.98,8.02,8.02,0,0,Unknown,Materials,0.0,0.0,N/A
FTI,2,"Bill Miller - Miller Value Partners, Lee Ainslie - Maverick Capital",,31.64,7.8,7.9,0,0,Unknown,Energy,0.0,0.0,N/A
AVT,2,"First Eagle Investment Management, Greenhaven Associates",,48.09,7.71,7.71,0,0,Unknown,Information Technology,0.0,0.0,N/A
BP,2,"Kahn Brothers Group, Thomas Russo - Gardner Russo & Quinn",,33.79,7.59,11.65,0,0,Unknown,Materials,0.0,0.0,N/A
HTHT,2,"Howard Marks - Oaktree Capital Management, Robert Vinall - RV Capital GmbH",,37.01,7.56,7.57,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
PGNY,2,"Polen Capital Management, Robert Olstein - Olstein Capital Management",,22.33,7.01,7.03,0,0,Unknown,Health Care,0.0,0.0,N/A
LNC,2,"Bill Miller - Miller Value Partners, First Eagle Investment Management",,35.91,6.86,8.55,0,0,Unknown,Financials,0.0,0.0,N/A
SWTX,2,"Lee Ainslie - Maverick Capital, Meridian Contrarian Fund",,44.13,6.41,6.41,0,0,Unknown,Health Care,0.0,0.0,N/A
HLN,2,"First Eagle Investment Management, Kahn Brothers Group",,10.29,5.97,9.22,0,0,Unknown,Health Care,0.0,0.0,N/A
CRC,2,"Howard Marks - Oaktree Capital Management, Meridian Contrarian Fund",,43.97,5.39,5.39,0,0,Unknown,Materials,0.0,0.0,N/A
CTO,2,"Bill Miller - Miller Value Partners, Third Avenue Management",,19.31,5.15,5.18,0,0,Unknown,Financials,0.0,0.0,N/A
HCC,2,"Mohnish Pabrai - Pabrai Investments, Third Avenue Management",,47.72,4.98,5.57,0,0,Unknown,Financials,0.0,0.0,N/A
